#,Name,Rating,Phone,Price,Categories,Address,DBA,BUILDING,STREET,BORO,ZIPCODE,OLD,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,Latitude,Longitude
,,,,,,"123 essex street manhattan, ny 10002",ESSEX TAQUERIA,123,ESSEX STREET,Manhattan,10002.0,123 ESSEX STREET Manhattan 10002,Mexican,10/13/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11.0,A,10/13/22,12/4/23,40.7195041,-73.98772
,,,,,,"123 essex street manhattan, ny 10002",ESSEX TAQUERIA,123,ESSEX STREET,Manhattan,10002.0,123 ESSEX STREET Manhattan 10002,Mexican,10/13/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,10/13/22,12/4/23,40.7195041,-73.98772
,,,,,,"1266 1 avenue manhattan, ny 10065",TACO BELL,1266,1 AVENUE,Manhattan,10065.0,1266 1 avenue Manhattan 10065,Mexican,11/2/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,11/2/22,12/4/23,40.7653702,-73.957759
,,,,,,"1266 1st avenue manhattan, ny 10065",TACO BELL,1266,1 AVENUE,Manhattan,10065.0,1266 1 avenue Manhattan 10065,Mexican,11/2/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,11/2/22,12/4/23,40.7653702,-73.957759
,,,,,,"127 rivington street manhattan, ny 10002",BIRRIA L.E.S.,127,RIVINGTON STREET,Manhattan,10002.0,127 RIVINGTON STREET Manhattan 10002,Mexican,9/15/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,9/15/22,12/4/23,40.7196495,-73.986984
,,,,,,"127 rivington street manhattan, ny 10002",BIRRIA L.E.S.,127,RIVINGTON STREET,Manhattan,10002.0,127 RIVINGTON STREET Manhattan 10002,Mexican,9/15/22,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,5.0,A,9/15/22,12/4/23,40.7196495,-73.986984
67.0,Oxomoco,4.0,16466884180.0,$$$,Mexican,"128 greenpoint avenue, brooklyn, ny 11222",,,,,,,,,,,,,,,,,,
25.0,Taqueria al Pastor,4.5,17182697538.0,$,Tacos,"128 wyckoff avenue, brooklyn, ny 11237",,,,,,,,,,,,,,,,,,
,,,,,,"129 2nd avenue manhattan, ny 10003",TAQUERIA DIANA,129,2 AVENUE,Manhattan,10003.0,129 2 avenue Manhattan 10003,Mexican,2/21/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9.0,A,2/21/23,12/4/23,40.7284274,-73.987801
,,,,,,"129 2nd avenue manhattan, ny 10003",TAQUERIA DIANA,129,2 AVENUE,Manhattan,10003.0,129 2 avenue Manhattan 10003,Mexican,2/21/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9.0,A,2/21/23,12/4/23,40.7284274,-73.987801
,,,,,,"1290 avenue of the americas manhattan, ny 10119",DOS TOROS,1290,AVENUE OF THE AMERICAS,Manhattan,10119.0,1290 avenue OF THE AMERICAS Manhattan 10119,Mexican,3/25/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11.0,A,3/25/22,12/4/23,40.7608501,-73.979717
,,,,,,"1290 avenue of the americas manhattan, ny 10119",DOS TOROS,1290,AVENUE OF THE AMERICAS,Manhattan,10119.0,1290 avenue OF THE AMERICAS Manhattan 10119,Mexican,3/25/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,3/25/22,12/4/23,40.7608501,-73.979717
33.0,Superbueno,4.5,,,"Mexican, Cocktail Bars","13 1st avenue, manhattan ny 10003",,,,,,,,,,,,,,,,,,
79.0,Taqueria Mexico 2000,4.0,17183959985.0,,Mexican,"131 grand street, brooklyn, ny 11249",,,,,,,,,,,,,,,,,,
27.0,Bar Lula,4.5,12127277900.0,,"Cocktail Bars, Mexican, Latin American","132 1st avenue, manhattan, ny 10009",,,,,,,,,,,,,,,,,,
,,,,,,"1349 amsterdam avenue manhattan, ny 10027",NARANJITO JUICE,1349,AMSTERDAM AVENUE,Manhattan,10027.0,1349 AMSTERDAM avenue Manhattan 10027,Mexican,10/31/22,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,A,10/31/22,12/4/23,40.8138089,-73.955933
103.0,Los Tacos No. 1,4.5,,$$,Tacos,"136 church street, manhattan, ny 10007",,,,,,,,,,,,,,,,,,
,,,,,,"1364 lexington avenue manhattan, ny 10128",LOLITAS KITCHEN & BURGER HOUSE,1364,LEXINGTON AVENUE,Manhattan,10128.0,1364 LEXINGTON avenue Manhattan 10128,Mexican,8/31/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,0.0,A,8/31/22,12/4/23,40.7822022,-73.953621
,,,,,,"1364 lexington avenue manhattan, ny 10128",LOLITAS KITCHEN & BURGER HOUSE,1364,LEXINGTON AVENUE,Manhattan,10128.0,1364 LEXINGTON avenue Manhattan 10128,Mexican,8/31/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,0.0,A,8/31/22,12/4/23,40.7822022,-73.953621
,,,,,,"1364 lexington avenue manhattan, ny 10128",LOLITAS KITCHEN & BURGER HOUSE,1364,LEXINGTON AVENUE,Manhattan,10128.0,1364 LEXINGTON avenue Manhattan 10128,Mexican,8/31/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,0.0,A,8/31/22,12/4/23,40.7822022,-73.953621
,,,,,,"1364 lexington avenue manhattan, ny 10128",LOLITAS KITCHEN & BURGER HOUSE,1364,LEXINGTON AVENUE,Manhattan,10128.0,1364 LEXINGTON avenue Manhattan 10128,Mexican,8/31/22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,0.0,A,8/31/22,12/4/23,40.7822022,-73.953621
,,,,,,"1364 lexington avenue manhattan, ny 10128",LOLITAS KITCHEN & BURGER HOUSE,1364,LEXINGTON AVENUE,Manhattan,10128.0,1364 LEXINGTON avenue Manhattan 10128,Mexican,2/27/23,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8.0,A,2/27/23,12/4/23,40.7822022,-73.953621
,,,,,,"1364 lexington avenue manhattan, ny 10128",LOLITAS KITCHEN & BURGER HOUSE,1364,LEXINGTON AVENUE,Manhattan,10128.0,1364 LEXINGTON avenue Manhattan 10128,Mexican,2/27/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2/27/23,12/4/23,40.7822022,-73.953621
,,,,,,"137 4th avenue manhattan, ny 10003",DOS TOROS,137,4 AVENUE,Manhattan,10003.0,137 4 avenue Manhattan 10003,Mexican,7/13/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,7/13/23,12/4/23,40.7336564,-73.989864
,,,,,,"137 4th avenue manhattan, ny 10003",DOS TOROS,137,4 AVENUE,Manhattan,10003.0,137 4 avenue Manhattan 10003,Mexican,7/13/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,7/13/23,12/4/23,40.7336564,-73.989864
,,,,,,"137 4th avenue manhattan, ny 10003",DOS TOROS,137,4 AVENUE,Manhattan,10003.0,137 4 avenue Manhattan 10003,Mexican,7/13/23,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,7.0,A,7/13/23,12/4/23,40.7336564,-73.989864
,,,,,,"137 east 116 street manhattan,ny 10029",LA CHULA,137,EAST 116 STREET,Manhattan,10029.0,137 east 116 STREET Manhattan 10029,Mexican,4/7/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9.0,A,4/7/22,12/4/23,40.798756,-73.941929
117.0,Miti Miti,4.0,17182303760.0,$$,"Latin American, Mexican, Breakfast & Brunch","138 5th avenue, brooklyn, ny 11217",,,,,,,,,,,,,,,,,,
,,,,,,"139 duane street manhattan, ny 10013",FONDA,139,DUANE STREET,Manhattan,10013.0,139 DUANE STREET Manhattan 10013,Mexican,1/26/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,1/26/23,12/4/23,40.7163124,-74.00777
,,,,,,"139 duane street manhattan, ny 10013",FONDA,139,DUANE STREET,Manhattan,10013.0,139 DUANE STREET Manhattan 10013,Mexican,1/26/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,1/26/23,12/4/23,40.7163124,-74.00777
,,,,,,"139 duane street manhattan, ny 10013",FONDA,139,DUANE STREET,Manhattan,10013.0,139 DUANE STREET Manhattan 10013,Mexican,1/26/23,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13.0,A,1/26/23,12/4/23,40.7163124,-74.00777
29.0,Fonda Tribeca,4.5,19172616950.0,$$$,Mexican,"139 duane street, new york, ny 10013",,,,,,,,,,,,,,,,,,
,,,,,,"139 east 12th street manhattan, ny 10003",TACOMBI,139,EAST 12 STREET,Manhattan,10003.0,139 east 12 STREET Manhattan 10003,Mexican,9/19/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,9/19/23,12/4/23,40.7322015,-73.98871
,,,,,,"139 east 12th street manhattan, ny 10003",TACOMBI,139,EAST 12 STREET,Manhattan,10003.0,139 east 12 STREET Manhattan 10003,Mexican,9/19/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,9/19/23,12/4/23,40.7322015,-73.98871
,,,,,,"140 7th avenue south manhattan, ny 10014",AGAVE,140,7 AVENUE SOUTH,Manhattan,10014.0,140 7 avenue SOUTH Manhattan 10014,Mexican,3/30/23,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,22.0,B,3/30/23,12/4/23,40.7347272,-74.002176
,,,,,,"140 7th avenue south manhattan, ny 10014",AGAVE,140,7 AVENUE SOUTH,Manhattan,10014.0,140 7 avenue SOUTH Manhattan 10014,Mexican,3/30/23,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,22.0,B,3/30/23,12/4/23,40.7347272,-74.002176
,,,,,,"140 7th avenue south manhattan, ny 10014",AGAVE,140,7 AVENUE SOUTH,Manhattan,10014.0,140 7 avenue SOUTH Manhattan 10014,Mexican,3/30/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22.0,B,3/30/23,12/4/23,40.7347272,-74.002176
,,,,,,"140 7th avenue south manhattan, ny 10014",AGAVE,140,7 AVENUE SOUTH,Manhattan,10014.0,140 7 avenue SOUTH Manhattan 10014,Mexican,3/30/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,22.0,B,3/30/23,12/4/23,40.7347272,-74.002176
,,,,,,"1402 2nd avenue manhattan, ny 10021",LA ESQUINA,1402,2 AVENUE,Manhattan,10021.0,1402 2 avenue Manhattan 10021,Mexican,12/1/22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,18.0,B,12/1/22,12/4/23,40.7693694,-73.95793
,,,,,,"1402 2nd avenue manhattan, ny 10021",LA ESQUINA,1402,2 AVENUE,Manhattan,10021.0,1402 2 avenue Manhattan 10021,Mexican,12/1/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18.0,B,12/1/22,12/4/23,40.7693694,-73.95793
,,,,,,"1402 2nd avenue manhattan, ny 10021",LA ESQUINA,1402,2 AVENUE,Manhattan,10021.0,1402 2 avenue Manhattan 10021,Mexican,12/1/22,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18.0,B,12/1/22,12/4/23,40.7693694,-73.95793
,,,,,,"1402 2nd avenue manhattan, ny 10021",LA ESQUINA,1402,2 AVENUE,Manhattan,10021.0,1402 2 avenue Manhattan 10021,Mexican,12/1/22,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,18.0,B,12/1/22,12/4/23,40.7693694,-73.95793
,,,,,,"1402 2nd avenue manhattan, ny 10021",LA ESQUINA,1402,2 AVENUE,Manhattan,10021.0,1402 2 avenue Manhattan 10021,Mexican,12/1/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,18.0,B,12/1/22,12/4/23,40.7693694,-73.95793
,,,,,,"143 1st avenue manhattan, ny 10003",PAQ'S TAKE OUT,143,1 AVENUE,Manhattan,10003.0,143 1 avenue Manhattan 10003,Mexican,4/13/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23.0,B,4/13/22,12/4/23,40.7280208,-73.984984
,,,,,,"143 1st avenue manhattan, ny 10003",PAQ'S TAKE OUT,143,1 AVENUE,Manhattan,10003.0,143 1 avenue Manhattan 10003,Mexican,4/13/22,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,23.0,B,4/13/22,12/4/23,40.7280208,-73.984984
